"Location","Year","Series","Series Code","Permits"
"Madison, WI",2000,"Total Units",1.0,4776.0
"Madison, WI",2001,"Total Units",1.0,5696.0
"Madison, WI",2002,"Total Units",1.0,5201.0
"Madison, WI",2003,"Total Units",1.0,6430.0
"Madison, WI",2004,"Total Units",1.0,5576.0
"Madison, WI",2005,"Total Units",1.0,5391.0
"Madison, WI",2006,"Total Units",1.0,3909.0
"Madison, WI",2007,"Total Units",1.0,2747.0
"Madison, WI",2008,"Total Units",1.0,1968.0
"Madison, WI",2009,"Total Units",1.0,1474.0
"Madison, WI",2010,"Total Units",1.0,1252.0
"Madison, WI",2011,"Total Units",1.0,1460.0
"Madison, WI",2012,"Total Units",1.0,2472.0
"Madison, WI",2013,"Total Units",1.0,3014.0
"Madison, WI",2014,"Total Units",1.0,3808.0
"Madison, WI",2015,"Total Units",1.0,3497.0
"Madison, WI",2016,"Total Units",1.0,4952.0
"Madison, WI",2017,"Total Units",1.0,4630.0
"Madison, WI",2018,"Total Units",1.0,3651.0
"Madison, WI",2019,"Total Units",1.0,3342.0
"Madison, WI",2000,"Units in Single-Family Structures",2.0,2609.0
"Madison, WI",2001,"Units in Single-Family Structures",2.0,2967.0
"Madison, WI",2002,"Units in Single-Family Structures",2.0,3138.0
"Madison, WI",2003,"Units in Single-Family Structures",2.0,3498.0
"Madison, WI",2004,"Units in Single-Family Structures",2.0,3446.0
"Madison, WI",2005,"Units in Single-Family Structures",2.0,3083.0
"Madison, WI",2006,"Units in Single-Family Structures",2.0,2070.0
"Madison, WI",2007,"Units in Single-Family Structures",2.0,1598.0
"Madison, WI",2008,"Units in Single-Family Structures",2.0,864.0
"Madison, WI",2009,"Units in Single-Family Structures",2.0,822.0
"Madison, WI",2010,"Units in Single-Family Structures",2.0,844.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,735.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,895.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,1258.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,1246.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,1405.0
"Madison, WI",2016,"Units in Single-Family Structures",2.0,1612.0
"Madison, WI",2017,"Units in Single-Family Structures",2.0,1654.0
"Madison, WI",2018,"Units in Single-Family Structures",2.0,1622.0
"Madison, WI",2019,"Units in Single-Family Structures",2.0,1535.0
"Madison, WI",2000,"Units in All Multi-Family Structures",3.0,2167.0
"Madison, WI",2001,"Units in All Multi-Family Structures",3.0,2729.0
"Madison, WI",2002,"Units in All Multi-Family Structures",3.0,2063.0
"Madison, WI",2003,"Units in All Multi-Family Structures",3.0,2932.0
"Madison, WI",2004,"Units in All Multi-Family Structures",3.0,2130.0
"Madison, WI",2005,"Units in All Multi-Family Structures",3.0,2308.0
"Madison, WI",2006,"Units in All Multi-Family Structures",3.0,1839.0
"Madison, WI",2007,"Units in All Multi-Family Structures",3.0,1149.0
"Madison, WI",2008,"Units in All Multi-Family Structures",3.0,1104.0
"Madison, WI",2009,"Units in All Multi-Family Structures",3.0,652.0
"Madison, WI",2010,"Units in All Multi-Family Structures",3.0,408.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,725.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,1577.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,1756.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,2562.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,2092.0
"Madison, WI",2016,"Units in All Multi-Family Structures",3.0,3340.0
"Madison, WI",2017,"Units in All Multi-Family Structures",3.0,2976.0
"Madison, WI",2018,"Units in All Multi-Family Structures",3.0,2029.0
"Madison, WI",2019,"Units in All Multi-Family Structures",3.0,1807.0
"Madison, WI",2000,"Units in 2-unit Multi-Family Structures",4.0,330.0
"Madison, WI",2001,"Units in 2-unit Multi-Family Structures",4.0,272.0
"Madison, WI",2002,"Units in 2-unit Multi-Family Structures",4.0,262.0
"Madison, WI",2003,"Units in 2-unit Multi-Family Structures",4.0,330.0
"Madison, WI",2004,"Units in 2-unit Multi-Family Structures",4.0,310.0
"Madison, WI",2005,"Units in 2-unit Multi-Family Structures",4.0,282.0
"Madison, WI",2006,"Units in 2-unit Multi-Family Structures",4.0,194.0
"Madison, WI",2007,"Units in 2-unit Multi-Family Structures",4.0,106.0
"Madison, WI",2008,"Units in 2-unit Multi-Family Structures",4.0,72.0
"Madison, WI",2009,"Units in 2-unit Multi-Family Structures",4.0,20.0
"Madison, WI",2010,"Units in 2-unit Multi-Family Structures",4.0,36.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,30.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,34.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,56.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,52.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,58.0
"Madison, WI",2016,"Units in 2-unit Multi-Family Structures",4.0,122.0
"Madison, WI",2017,"Units in 2-unit Multi-Family Structures",4.0,90.0
"Madison, WI",2018,"Units in 2-unit Multi-Family Structures",4.0,114.0
"Madison, WI",2019,"Units in 2-unit Multi-Family Structures",4.0,110.0
"Madison, WI",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,402.0
"Madison, WI",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,338.0
"Madison, WI",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,318.0
"Madison, WI",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,309.0
"Madison, WI",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,368.0
"Madison, WI",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,254.0
"Madison, WI",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,162.0
"Madison, WI",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,127.0
"Madison, WI",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,80.0
"Madison, WI",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,26.0
"Madison, WI",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,25.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,22.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,29.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,38.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,41.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,82.0
"Madison, WI",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,88.0
"Madison, WI",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,48.0
"Madison, WI",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,70.0
"Madison, WI",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,28.0
"Madison, WI",2000,"Units in 5+ Unit Multi-Family Structures",6.0,1435.0
"Madison, WI",2001,"Units in 5+ Unit Multi-Family Structures",6.0,2119.0
"Madison, WI",2002,"Units in 5+ Unit Multi-Family Structures",6.0,1483.0
"Madison, WI",2003,"Units in 5+ Unit Multi-Family Structures",6.0,2293.0
"Madison, WI",2004,"Units in 5+ Unit Multi-Family Structures",6.0,1452.0
"Madison, WI",2005,"Units in 5+ Unit Multi-Family Structures",6.0,1772.0
"Madison, WI",2006,"Units in 5+ Unit Multi-Family Structures",6.0,1483.0
"Madison, WI",2007,"Units in 5+ Unit Multi-Family Structures",6.0,916.0
"Madison, WI",2008,"Units in 5+ Unit Multi-Family Structures",6.0,952.0
"Madison, WI",2009,"Units in 5+ Unit Multi-Family Structures",6.0,606.0
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,347.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,673.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,1514.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,1662.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,2469.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,1952.0
"Madison, WI",2016,"Units in 5+ Unit Multi-Family Structures",6.0,3130.0
"Madison, WI",2017,"Units in 5+ Unit Multi-Family Structures",6.0,2838.0
"Madison, WI",2018,"Units in 5+ Unit Multi-Family Structures",6.0,1845.0
"Madison, WI",2019,"Units in 5+ Unit Multi-Family Structures",6.0,1669.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Total Units",1.0,22767.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Total Units",1.0,23500.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Total Units",1.0,26279.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Total Units",1.0,28215.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Total Units",1.0,28411.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Total Units",1.0,22651.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Total Units",1.0,16068.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Total Units",1.0,10228.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Total Units",1.0,5904.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Total Units",1.0,4746.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Total Units",1.0,5788.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Total Units",1.0,5228.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Total Units",1.0,11572.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Total Units",1.0,12127.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Total Units",1.0,11425.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Total Units",1.0,11673.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Total Units",1.0,14160.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Total Units",1.0,15100.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Total Units",1.0,18206.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Total Units",1.0,22473.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Units in Single-Family Structures",2.0,17144.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Units in Single-Family Structures",2.0,17550.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Units in Single-Family Structures",2.0,18087.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Units in Single-Family Structures",2.0,20960.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Units in Single-Family Structures",2.0,20859.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Units in Single-Family Structures",2.0,17619.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Units in Single-Family Structures",2.0,12243.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Units in Single-Family Structures",2.0,7819.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Units in Single-Family Structures",2.0,4284.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Units in Single-Family Structures",2.0,3703.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Units in Single-Family Structures",2.0,3867.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Units in Single-Family Structures",2.0,3832.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Units in Single-Family Structures",2.0,5829.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Units in Single-Family Structures",2.0,7262.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Units in Single-Family Structures",2.0,6689.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Units in Single-Family Structures",2.0,6770.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Units in Single-Family Structures",2.0,7889.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Units in Single-Family Structures",2.0,8782.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Units in Single-Family Structures",2.0,8985.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Units in Single-Family Structures",2.0,9629.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Units in All Multi-Family Structures",3.0,5623.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Units in All Multi-Family Structures",3.0,5950.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Units in All Multi-Family Structures",3.0,8192.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Units in All Multi-Family Structures",3.0,7255.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Units in All Multi-Family Structures",3.0,7552.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Units in All Multi-Family Structures",3.0,5032.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Units in All Multi-Family Structures",3.0,3825.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Units in All Multi-Family Structures",3.0,2409.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Units in All Multi-Family Structures",3.0,1620.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Units in All Multi-Family Structures",3.0,1043.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Units in All Multi-Family Structures",3.0,1921.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Units in All Multi-Family Structures",3.0,1396.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Units in All Multi-Family Structures",3.0,5743.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Units in All Multi-Family Structures",3.0,4865.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Units in All Multi-Family Structures",3.0,4736.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Units in All Multi-Family Structures",3.0,4903.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Units in All Multi-Family Structures",3.0,6271.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Units in All Multi-Family Structures",3.0,6318.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Units in All Multi-Family Structures",3.0,9221.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Units in All Multi-Family Structures",3.0,12844.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Units in 2-unit Multi-Family Structures",4.0,522.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Units in 2-unit Multi-Family Structures",4.0,520.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Units in 2-unit Multi-Family Structures",4.0,380.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Units in 2-unit Multi-Family Structures",4.0,400.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Units in 2-unit Multi-Family Structures",4.0,330.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Units in 2-unit Multi-Family Structures",4.0,208.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Units in 2-unit Multi-Family Structures",4.0,88.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Units in 2-unit Multi-Family Structures",4.0,66.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Units in 2-unit Multi-Family Structures",4.0,36.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Units in 2-unit Multi-Family Structures",4.0,20.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Units in 2-unit Multi-Family Structures",4.0,44.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Units in 2-unit Multi-Family Structures",4.0,8.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Units in 2-unit Multi-Family Structures",4.0,52.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Units in 2-unit Multi-Family Structures",4.0,24.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Units in 2-unit Multi-Family Structures",4.0,42.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Units in 2-unit Multi-Family Structures",4.0,62.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Units in 2-unit Multi-Family Structures",4.0,68.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Units in 2-unit Multi-Family Structures",4.0,128.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Units in 2-unit Multi-Family Structures",4.0,110.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Units in 2-unit Multi-Family Structures",4.0,136.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,504.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,703.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,676.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,829.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,609.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,376.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,171.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,132.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,87.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,51.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,119.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,20.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,72.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,75.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,85.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,65.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,97.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,108.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,115.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,106.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,"Units in 5+ Unit Multi-Family Structures",6.0,4597.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,"Units in 5+ Unit Multi-Family Structures",6.0,4727.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,"Units in 5+ Unit Multi-Family Structures",6.0,7136.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,"Units in 5+ Unit Multi-Family Structures",6.0,6026.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,"Units in 5+ Unit Multi-Family Structures",6.0,6613.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,"Units in 5+ Unit Multi-Family Structures",6.0,4448.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,"Units in 5+ Unit Multi-Family Structures",6.0,3566.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,"Units in 5+ Unit Multi-Family Structures",6.0,2211.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,"Units in 5+ Unit Multi-Family Structures",6.0,1497.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,"Units in 5+ Unit Multi-Family Structures",6.0,972.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,1758.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,1368.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,5619.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,4766.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,4609.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,4776.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,"Units in 5+ Unit Multi-Family Structures",6.0,6106.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,"Units in 5+ Unit Multi-Family Structures",6.0,6082.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,"Units in 5+ Unit Multi-Family Structures",6.0,8996.0
"Minneapolis-St. Paul-Bloomington, MN-WI",2019,"Units in 5+ Unit Multi-Family Structures",6.0,12602.0
"AFTON",2000,"Total Units",1.0,12.0
"AFTON",2001,"Total Units",1.0,9.0
"AFTON",2002,"Total Units",1.0,13.0
"AFTON",2003,"Total Units",1.0,14.0
"AFTON",2004,"Total Units",1.0,16.0
"AFTON",2005,"Total Units",1.0,6.0
"AFTON",2006,"Total Units",1.0,7.0
"AFTON",2007,"Total Units",1.0,7.0
"AFTON",2008,"Total Units",1.0,6.0
"AFTON",2009,"Total Units",1.0,1.0
"AFTON",2010,"Total Units",1.0,4.0
"AFTON",2011,"Total Units",1.0,5.0
"AFTON",2012,"Total Units",1.0,5.0
"AFTON",2013,"Total Units",1.0,9.0
"AFTON",2014,"Total Units",1.0,4.0
"AFTON",2015,"Total Units",1.0,11.0
"AFTON",2016,"Total Units",1.0,8.0
"AFTON",2017,"Total Units",1.0,9.0
"AFTON",2018,"Total Units",1.0,6.0
"AFTON",2019,"Total Units",1.0,10.0
"AFTON",2000,"Units in Single-Family Structures",2.0,12.0
"AFTON",2001,"Units in Single-Family Structures",2.0,9.0
"AFTON",2002,"Units in Single-Family Structures",2.0,13.0
"AFTON",2003,"Units in Single-Family Structures",2.0,14.0
"AFTON",2004,"Units in Single-Family Structures",2.0,11.0
"AFTON",2005,"Units in Single-Family Structures",2.0,6.0
"AFTON",2006,"Units in Single-Family Structures",2.0,7.0
"AFTON",2007,"Units in Single-Family Structures",2.0,7.0
"AFTON",2008,"Units in Single-Family Structures",2.0,6.0
"AFTON",2009,"Units in Single-Family Structures",2.0,1.0
"AFTON",2010,"Units in Single-Family Structures",2.0,4.0
"AFTON",2011,"Units in Single-Family Structures",2.0,5.0
"AFTON",2012,"Units in Single-Family Structures",2.0,5.0
"AFTON",2013,"Units in Single-Family Structures",2.0,9.0
"AFTON",2014,"Units in Single-Family Structures",2.0,4.0
"AFTON",2015,"Units in Single-Family Structures",2.0,11.0
"AFTON",2016,"Units in Single-Family Structures",2.0,8.0
"AFTON",2017,"Units in Single-Family Structures",2.0,9.0
"AFTON",2018,"Units in Single-Family Structures",2.0,6.0
"AFTON",2019,"Units in Single-Family Structures",2.0,10.0
"AFTON",2000,"Units in All Multi-Family Structures",3.0,0
"AFTON",2001,"Units in All Multi-Family Structures",3.0,0
"AFTON",2002,"Units in All Multi-Family Structures",3.0,0
"AFTON",2003,"Units in All Multi-Family Structures",3.0,0
"AFTON",2004,"Units in All Multi-Family Structures",3.0,5.0
"AFTON",2005,"Units in All Multi-Family Structures",3.0,0
"AFTON",2006,"Units in All Multi-Family Structures",3.0,0
"AFTON",2007,"Units in All Multi-Family Structures",3.0,0
"AFTON",2008,"Units in All Multi-Family Structures",3.0,0
"AFTON",2009,"Units in All Multi-Family Structures",3.0,0
"AFTON",2010,"Units in All Multi-Family Structures",3.0,0
"AFTON",2011,"Units in All Multi-Family Structures",3.0,0
"AFTON",2012,"Units in All Multi-Family Structures",3.0,0
"AFTON",2013,"Units in All Multi-Family Structures",3.0,0
"AFTON",2014,"Units in All Multi-Family Structures",3.0,0
"AFTON",2015,"Units in All Multi-Family Structures",3.0,0
"AFTON",2016,"Units in All Multi-Family Structures",3.0,0
"AFTON",2017,"Units in All Multi-Family Structures",3.0,0
"AFTON",2018,"Units in All Multi-Family Structures",3.0,0
"AFTON",2019,"Units in All Multi-Family Structures",3.0,0
"AFTON",2000,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2001,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2002,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2003,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2004,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2005,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2006,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2007,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2008,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2009,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2010,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2011,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2012,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2013,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2014,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2015,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2016,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2017,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2018,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2019,"Units in 2-unit Multi-Family Structures",4.0,0
"AFTON",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"AFTON",2000,"Units in 5+ Unit Multi-Family Structures",6.0,0
"AFTON",2001,"Units in 5+ Unit Multi-Family Structures",6.0,0
"AFTON",2002,"Units in 5+ Unit Multi-Family Structures",6.0,0
